cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,lj,nj,jaceps,gamma,im,imsteps,maxsv,nbch,uselie
0395,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0396,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0397,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0398,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0399,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0400,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0401,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0402,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0403,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0404,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0405,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0406,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0407,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0408,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0409,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0410,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0411,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0412,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0413,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0414,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0415,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0416,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0417,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0418,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0419,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0420,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0421,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0422,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0423,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0424,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0425,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0426,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0427,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0428,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0429,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0430,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0431,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0432,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0433,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0434,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0435,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0436,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0437,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0438,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0439,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0440,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0441,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0442,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0443,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0444,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0445,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0446,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0447,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0448,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0449,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0450,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0451,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0452,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0453,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0454,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
0455,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.050,0,0.1,0.5,SS,64,-1,0,false
0456,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.100,0,0.1,0.5,SS,64,-1,0,false
0457,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.000,0,0.1,0.5,SS,64,-1,0,false
0458,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.010,0,0.1,0.5,SS,64,-1,0,false
0459,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.050,0,0.1,0.5,SS,64,-1,0,false
0460,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.100,0,0.1,0.5,SS,64,-1,0,false
0461,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.000,0,0.1,0.5,SS,64,-1,0,false
0462,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.010,0,0.1,0.5,SS,64,-1,0,false
0463,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.050,0,0.1,0.5,SS,64,-1,0,false
0464,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.100,0,0.1,0.5,SS,64,-1,0,false
0465,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0466,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0467,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0468,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0469,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0470,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
0471,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.050,0,0.1,0.5,SS,64,-1,0,false
0472,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.100,0,0.1,0.5,SS,64,-1,0,false
0473,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.000,0,0.1,0.5,SS,64,-1,0,false
0474,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.010,0,0.1,0.5,SS,64,-1,0,false
0475,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.050,0,0.1,0.5,SS,64,-1,0,false
0476,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.100,0,0.1,0.5,SS,64,-1,0,false
0477,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.000,0,0.1,0.5,SS,64,-1,0,false
0478,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.010,0,0.1,0.5,SS,64,-1,0,false
0479,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.050,0,0.1,0.5,SS,64,-1,0,false
0480,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.100,0,0.1,0.5,SS,64,-1,0,false
0481,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0482,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0483,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0484,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0485,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0486,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
0487,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.050,0,0.1,0.5,SS,64,-1,0,false
0488,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.100,0,0.1,0.5,SS,64,-1,0,false
0489,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.000,0,0.1,0.5,SS,64,-1,0,false
0490,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.010,0,0.1,0.5,SS,64,-1,0,false
0491,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.050,0,0.1,0.5,SS,64,-1,0,false
0492,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.100,0,0.1,0.5,SS,64,-1,0,false
0493,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.000,0,0.1,0.5,SS,64,-1,0,false
0494,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.010,0,0.1,0.5,SS,64,-1,0,false
0495,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.050,0,0.1,0.5,SS,64,-1,0,false
0496,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.100,0,0.1,0.5,SS,64,-1,0,false
0497,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0498,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0499,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0500,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0501,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0502,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
0503,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.050,0,0.1,0.5,SS,64,-1,0,false
0504,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.100,0,0.1,0.5,SS,64,-1,0,false
0505,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.000,0,0.1,0.5,SS,64,-1,0,false
0506,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.010,0,0.1,0.5,SS,64,-1,0,false
0507,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.050,0,0.1,0.5,SS,64,-1,0,false
0508,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.100,0,0.1,0.5,SS,64,-1,0,false
0509,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.000,0,0.1,0.5,SS,64,-1,0,false
0510,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.010,0,0.1,0.5,SS,64,-1,0,false
0511,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.050,0,0.1,0.5,SS,64,-1,0,false
0512,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.100,0,0.1,0.5,SS,64,-1,0,false
0513,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0514,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0515,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0516,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0517,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0518,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
0519,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.050,0,0.1,0.5,SS,64,-1,0,false
0520,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.100,0,0.1,0.5,SS,64,-1,0,false
0521,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.000,0,0.1,0.5,SS,64,-1,0,false
0522,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.010,0,0.1,0.5,SS,64,-1,0,false
0523,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.050,0,0.1,0.5,SS,64,-1,0,false
0524,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.100,0,0.1,0.5,SS,64,-1,0,false
0525,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.000,0,0.1,0.5,SS,64,-1,0,false
